UID,PLACE,LAT,LONG,site_code,SDS_CODE,KANTON,AGE_COHORT,GENDER,MOBILITY
RMKN,Aarau,47.39023,8.04523,AG01,AG34,AG,older,Männlich,1
RMNW,Mammern,47.64595,8.91593,TG05,TG4,TG,older,Weiblich,2
RMYB,Zofingen,47.28908,7.94494,AG11,AG47,AG,older,Weiblich,1
RMZZ,Stans/Oberdorf,46.95722,8.36617,NW01,UW2,NW,younger,Männlich,2
RNEW,Freiburg,46.79604,7.1675,FR02,FR7,FR,older,Männlich,2
RNLY,Schaffhausen,47.69868,8.63228,SH01,SH7,SH,younger,Männlich,1
ROMW,Hintere Linthal/Auen,46.89468,8.99111,GL01,GL9,GL,older,Männlich,2
ROPY,Laufen,47.42059,7.50092,BL03,BE3,BL,younger,Weiblich,3
ROYT,Schwarzenburg,46.81791,7.34167,BE21,BE64,BE,older,Weiblich,1
RQHU,Ins,47.00636,7.10464,BE12,BE28,BE,younger,Männlich,2
RQJR,Jaun,46.61094,7.27808,FR04,FR14,FR,older,Weiblich,1
RRAU,Blumenstein,46.74056,7.52107,BE05,BE72,BE,younger,Weiblich,1
RRDW,Meiringen,46.72734,8.18692,BE17,BE85,BE,younger,Männlich,2
RRUY,Laufen,47.42059,7.50092,BL03,BE3,BL,older,Männlich,2
RRWK,Oberägeri,47.14153,8.57767,ZG01,ZG7,ZG,older,Männlich,2
RSUK,Jaun,46.61094,7.27808,FR04,FR14,FR,older,Männlich,1
RVHZ,Schiers,46.96946,9.68993,GR06,GR10,GR,older,Männlich,2
RVPF,Grindelwald,46.62478,8.03534,BE10,BE112,BE,older,Männlich,2
RWZQ,Brugg,47.48281,8.20683,AG03,AG29,AG,younger,Weiblich,2
RXAO,Adelboden,46.49315,7.55847,BE02,BE104,BE,younger,Weiblich,1
RXJS,Oberriet,47.32008,9.56447,SG07,SG16,SG,younger,Männlich,1
RXSC,Würenlingen,47.53103,8.25799,AG10,AG14,AG,older,Weiblich,1
RYDG,Thun,46.75663,7.6245,BE23,BE74,BE,older,Weiblich,1
RZKH,Möhlin,47.5575,7.84519,AG08,AG2,AG,younger,Männlich,1
SATI,Menziken,47.24278,8.18753,AG06,AG54,AG,younger,Männlich,1
SAUU,Lauterbrunnen,46.5867,7.90705,BE16,BE110,BE,younger,Weiblich,1
SBMK,Ernen,46.39836,8.14467,VS02,WS29,VS,younger,Männlich,3
SCON,Bern,46.93849,7.44783,BE03,BE47,BE,older,Männlich,2
SCTT,Frick,47.50728,8.02135,AG04,AG6,AG,older,Männlich,2
SDOI,Ins,47.00636,7.10464,BE12,BE28,BE,younger,Männlich,2
SDYX,Grindelwald,46.62478,8.03534,BE10,BE112,BE,younger,Weiblich,1
SDYY,Schwyz,47.0211,8.65404,SZ04,SZ13,SZ,younger,Weiblich,2
SFID,Bern,46.93849,7.44783,BE03,BE47,BE,older,Weiblich,1
SFSY,Simplon-Dorf,46.19557,8.05655,VS07,WS25,VS,older,Männlich,2
SHDQ,Rafz,47.61237,8.53723,ZH05,ZH3,ZH,younger,Weiblich,1
SHOU,Meiringen,46.72734,8.18692,BE17,BE85,BE,older,Weiblich,1
SIBL,Rorschach/Rorschacherberg,47.48601,9.49412,SG08,SG9,SG,younger,Männlich,1
SION,Turtmann,46.3004,7.70341,VS09,WS5,VS,older,Weiblich,1
SJVF,Meiringen,46.72734,8.18692,BE17,BE85,BE,older,Männlich,2
SKNK,Ermatingen,47.67067,9.08441,TG02,TG8,TG,younger,Männlich,2
SLLT,Saanen/Gstaad,46.4787,7.27587,BE20,BE93,BE,younger,Weiblich,1
SNDV,Meiringen,46.72734,8.18692,BE17,BE85,BE,younger,Weiblich,1
SOKG,Laufen,47.42059,7.50092,BL03,BE3,BL,older,Weiblich,2
SOZJ,Diepoldsau,47.38495,9.65582,SG01,SG15,SG,younger,Männlich,2
SPBA,Münchenbuchsee,47.02124,7.45048,BE18,BE34,BE,older,Männlich,1
SPCF,Schaffhausen,47.69868,8.63228,SH01,SH7,SH,older,Weiblich,2
SPYB,Konolfingen,46.87897,7.62098,BE13,BE60,BE,older,Weiblich,1
SQAT,Münchenbuchsee,47.02124,7.45048,BE18,BE34,BE,younger,Männlich,2
SRJK,Diepoldsau,47.38495,9.65582,SG01,SG15,SG,younger,Weiblich,2
SSQE,Bosco/Gurin,46.3165,8.49157,TI01,TI1,TI,younger,Männlich,1
